Happy
Happy
Neutral
Happy
Fear
Surprise
Fear
Fear
Sad
Fear
Sad
Fear
Surprise
Sad
Fear
Sad
Sad
Neutral
Happy
Happy
Happy
Neutral
Neutral
Neutral
Neutral
Neutral
Neutral
Sad
Neutral
Happy
Happy
Neutral
Fear
Happy
Happy
Neutral
Fear
Neutral
Fear
Fear
Happy
Fear
Fear
Angry
Fear
Angry
Fear
Angry
Fear
Fear
Fear
Sad
Sad
Angry
Fear
Sad
Happy
Happy
